Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
".G. Hayward, .M. Plumlee, .K. Oubre Jr., .M. Bridges, .L. Ball",CHA,10,82,98.9,102.2,-3.4,65.0,1.63,16.1,26.3,67.7,46.7,0.1,47.1,50.6,104.35,47.4
".S. Curry, .K. Thompson, .O. Porter Jr., .A. Wiggins, .K. Looney",GSW,10,81,111.2,102.3,9.0,55.7,1.5,16.3,25.3,69.3,47.4,0.1,55.3,58.5,104.8,53.4
".J. Green, .W. Barton, .A. Gordon, .N. Jokic, .B. Hyland",DEN,7,80,107.5,103.5,4.0,68.7,1.53,19.3,23.8,73.3,50.0,0.2,54.5,57.9,103.0,52.0
".J. Holiday, .M. Turner, .D. Sabonis, .M. Brogdon, .C. Duarte",IND,10,80,90.8,100.0,-9.2,55.7,1.17,14.5,27.7,80.0,53.3,0.2,45.4,48.2,103.58,46.0
".K. Walker, .E. Fournier, .J. Randle, .M. Robinson, .Q. Grimes",NYK,7,80,123.2,105.4,17.9,61.6,1.88,19.0,28.9,77.0,53.5,0.1,61.3,63.1,100.85,57.1
".T. Gibson, .K. Walker, .E. Fournier, .J. Randle, .R. Barrett",NYK,16,80,114.0,120.9,-6.9,63.4,2.5,19.2,22.9,68.2,45.8,0.1,58.9,60.7,102.97,46.4
".D. Murray, .J. Poeltl, .D. White, .L. Walker IV, .K. Johnson",SAS,17,79,111.8,113.0,-1.3,65.3,2.33,20.6,25.6,71.1,48.1,0.1,57.8,59.3,103.07,51.4
".G. Harris, .W. Carter Jr., .C. Okeke, .C. Anthony, .F. Wagner",ORL,23,79,105.1,107.3,-2.1,64.7,1.83,18.6,19.8,80.5,51.2,0.1,53.7,57.6,108.04,49.4
".B. Hield, .M. Brogdon, .O. Brissett, .T. Haliburton, .I. Jackson",IND,7,78,105.4,127.0,-21.7,62.3,1.54,17.4,37.5,70.5,52.3,0.2,48.1,50.8,105.15,36.9
".C. McCollum, .R. Covington, .J. Nurkic, .A. Simons, .N. Little",POR,8,78,108.8,86.0,22.8,56.5,1.35,16.4,26.0,80.2,55.4,0.2,54.1,57.0,97.86,63.8
".J. Green, .W. Barton, .J. Green, .A. Gordon, .M. Morris",DEN,6,78,104.5,122.4,-17.9,56.3,2.12,16.3,32.3,76.6,50.3,0.1,46.8,49.4,95.25,37.6
".S. Adams, .K. Anderson, .T. Jones, .D. Brooks, .D. Melton",MEM,13,78,124.9,100.0,24.9,53.1,3.07,18.1,31.4,75.4,51.0,0.1,58.2,59.5,104.41,59.1
".C. Paul, .D. Booker, .M. Bridges, .C. Johnson, .J. Smith",PHX,8,76,119.5,109.9,9.6,62.2,2.88,19.6,29.4,68.8,48.5,0.1,54.2,57.5,106.02,52.6
".J. Valanciunas, .C. McCollum, .D. Graham, .J. Hayes, .H. Jones",NOP,7,76,128.8,100.0,28.8,61.5,3.0,20.6,33.8,83.3,60.1,0.1,59.0,61.9,100.49,62.3
".P. Beverley, .D. Russell, .K. Towns, .A. Edwards, .J. McDaniels",MIN,17,76,118.9,108.2,10.7,63.6,1.83,18.1,28.0,66.2,47.4,0.1,55.5,62.0,107.15,53.4
".P. Beverley, .K. Towns, .M. Beasley, .J. Vanderbilt, .A. Edwards",MIN,25,76,107.0,121.3,-14.3,53.2,0.83,14.3,34.2,72.6,51.4,0.2,56.8,60.8,108.64,39.6
".J. Crowder, .C. Payne, .M. Bridges, .L. Shamet, .D. Ayton",PHX,6,75,96.3,103.7,-7.4,67.7,2.33,19.3,14.8,68.0,39.3,0.1,48.6,50.4,104.68,41.1
".L. James, .R. Westbrook, .S. Johnson, .M. Monk, .A. Reaves",LAL,10,75,118.0,108.0,10.0,58.9,2.53,19.5,22.2,70.0,48.8,0.1,55.9,60.4,103.85,57.8
".B. Beal, .K. Caldwell-Pope, .R. Neto, .K. Kuzma, .D. Gafford",WAS,20,74,105.8,113.2,-7.4,56.3,1.71,17.1,29.2,61.3,44.0,0.1,53.8,56.5,101.86,45.6
".B. Bogdanovic, .R. Gobert, .J. Ingles, .R. O'Neale, .D. Mitchell",UTA,18,74,115.0,97.6,17.4,56.1,1.76,17.1,27.8,71.9,52.2,0.1,57.5,61.0,105.59,58.5
".B. McLemore, .R. Covington, .J. Nurkic, .A. Simons, .N. Little",POR,6,74,126.2,98.7,27.5,66.7,2.59,20.9,25.4,71.1,50.0,0.1,61.4,63.8,97.61,61.2
".D. Murray, .J. Poeltl, .K. Johnson, .D. Vassell, .J. Primo",SAS,11,74,108.3,107.0,1.3,67.2,2.65,19.8,28.1,70.5,47.9,0.1,50.3,52.1,101.7,49.9
".E. Gordon, .C. Wood, .K. Porter Jr., .G. Mathews, .J. Tate",HOU,7,74,122.5,100.6,21.9,68.6,2.09,21.5,22.4,74.1,50.7,0.1,63.9,65.6,103.84,60.1
".K. Caldwell-Pope, .R. Neto, .K. Kuzma, .D. Gafford, .C. Kispert",WAS,12,74,120.5,129.5,-9.0,70.0,1.75,21.9,30.2,58.9,45.6,0.2,62.0,65.3,101.44,49.9
".K. Caldwell-Pope, .R. Neto, .K. Kuzma, .T. Bryant, .C. Kispert",WAS,11,74,103.2,105.3,-2.1,56.5,1.4,16.8,25.4,83.3,55.4,0.2,53.9,57.7,100.15,52.8
".L. Williams, .D. Gallinari, .C. Capela, .D. Wright, .C. Reddish",ATL,10,74,109.6,98.1,11.5,64.1,2.28,19.0,24.0,71.3,48.4,0.1,54.7,57.5,102.07,55.8
".M. Conley, .H. Whiteside, .B. Bogdanovic, .R. O'Neale, .D. Mitchell",UTA,15,74,130.7,113.1,17.6,54.3,1.81,17.7,38.5,84.8,61.8,0.1,62.3,66.7,98.92,56.7
".H. Barnes, .M. Harkless, .R. Holmes, .T. Haliburton, .D. Mitchell",SAC,8,73,106.0,103.9,2.0,66.1,1.86,18.6,25.6,79.7,50.0,0.1,51.1,54.5,99.85,49.7
".K. Caldwell-Pope, .R. Neto, .K. Porzingis, .K. Kuzma, .C. Kispert",WAS,6,73,110.6,108.7,1.9,59.0,1.8,17.4,27.4,83.1,56.0,0.1,53.9,57.4,98.97,52.7
".R. Covington, .L. Kennard, .I. Hartenstein, .A. Coffey, .T. Mann",LAC,15,73,100.0,100.6,-0.6,64.4,1.23,17.7,33.3,74.1,56.8,0.2,53.3,58.3,102.77,57.2
".K. Oubre Jr., .T. Rozier, .M. Bridges, .P. Washington, .L. Ball",CHA,19,72,111.5,103.6,7.9,63.1,2.73,17.2,29.7,77.3,49.7,0.1,49.3,55.7,114.27,52.2
".T. Lyles, .H. Diallo, .K. Hayes, .S. Bey, .C. Cunningham",DET,11,72,107.1,119.1,-12.0,66.7,2.1,19.4,23.5,71.0,45.3,0.1,52.2,54.4,103.4,42.7
".C. McCollum, .T. Snell, .L. Nance Jr., .A. Simons, .N. Little",POR,10,71,110.9,102.1,8.7,58.9,1.94,16.7,34.6,79.7,54.9,0.1,52.7,55.0,93.47,49.8
".N. Vucevic, .Z. LaVine, .T. Brown Jr., .C. White, .A. Dosunmu",CHI,18,71,110.5,124.4,-13.9,51.5,1.62,17.2,18.6,83.6,51.7,0.1,60.2,63.5,104.45,43.8
".P. Beverley, .K. Towns, .M. Beasley, .A. Edwards, .J. McDaniels",MIN,23,71,113.5,102.5,11.1,60.0,2.12,17.4,21.6,68.1,44.5,0.1,55.4,59.8,107.01,52.2
".D. Murray, .J. Poeltl, .L. Walker IV, .K. Johnson, .D. Vassell",SAS,21,70,110.7,115.5,-4.8,59.7,2.64,18.5,21.9,70.1,48.2,0.1,57.9,60.9,101.83,52.0
".G. Temple, .J. Valanciunas, .B. Ingram, .D. Graham, .H. Jones",NOP,11,70,104.2,110.1,-5.9,64.8,1.94,18.0,22.1,80.0,50.4,0.1,50.8,55.6,97.55,52.7
".J. Holiday, .M. Turner, .K. Sykes, .D. Sabonis, .D. Washington Jr.",IND,5,70,104.1,110.9,-6.7,70.9,1.77,19.7,19.7,72.9,43.8,0.2,54.5,56.5,100.29,44.0
".K. Lowry, .P. Tucker, .D. Dedmon, .D. Robinson, .G. Vincent",MIA,8,70,116.1,89.4,26.7,67.2,1.7,20.2,25.4,78.1,52.9,0.2,60.2,61.6,94.79,59.4
".P. Tucker, .J. Butler, .D. Dedmon, .D. Robinson, .T. Herro",MIA,22,70,121.6,105.6,16.0,60.0,2.0,18.0,39.1,77.8,58.3,0.1,54.1,60.5,96.82,58.5
".H. Barnes, .M. Harkless, .J. Holiday, .D. Sabonis, .D. Fox",SAC,5,69,111.4,127.7,-16.2,56.5,1.84,19.0,15.8,77.8,45.9,0.1,59.9,61.2,98.31,41.8
".H. Barnes, .R. Holmes, .D. Fox, .C. Metu, .T. Haliburton",SAC,7,69,98.6,105.5,-6.9,47.5,1.27,14.6,26.3,74.2,48.6,0.2,47.8,50.2,100.17,46.2
".J. Crowder, .D. Booker, .M. Bridges, .D. Ayton, .C. Johnson",PHX,5,69,131.7,120.3,11.4,63.4,3.21,22.8,18.5,64.6,43.7,0.1,65.7,69.0,99.25,56.4
".L. Markkanen, .D. Garland, .I. Okoro, .L. Stevens, .E. Mobley",CLE,7,69,120.6,108.5,12.1,66.2,4.27,23.7,16.4,78.0,46.7,0.1,60.8,62.0,98.34,53.7
".W. Barton, .A. Gordon, .N. Jokic, .M. Morris, .B. Hyland",DEN,12,69,125.0,113.1,11.9,66.2,3.07,20.7,24.3,72.2,48.6,0.1,58.4,62.2,102.21,54.6
".C. Anthony, .R. Westbrook, .A. Bradley, .A. Davis, .M. Monk",LAL,14,68,99.4,86.8,12.5,59.3,1.52,15.5,26.0,75.6,52.1,0.1,48.8,53.9,107.73,62.4
".C. Paul, .J. Crowder, .F. Kaminsky, .D. Booker, .M. Bridges",PHX,7,68,127.1,102.1,25.0,62.2,3.83,23.4,13.2,68.4,45.7,0.1,66.7,68.5,101.8,62.1
".D. DeRozan, .Z. LaVine, .A. Caruso, .L. Ball, .T. Bradley",CHI,5,68,124.8,94.1,30.7,56.7,2.38,20.0,25.0,71.4,50.0,0.1,62.7,64.3,96.57,64.2
".G. Harris, .M. Bamba, .W. Carter Jr., .F. Wagner, .J. Suggs",ORL,8,68,102.7,100.7,2.1,54.4,1.82,16.4,17.6,84.8,53.7,0.1,52.8,55.6,103.53,50.1
".A. Drummond, .G. Niang, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,10,67,109.6,91.0,18.6,68.3,1.78,20.4,22.4,66.7,45.8,0.2,58.6,60.6,103.94,61.9
".A. Horford, .J. Brown, .J. Tatum, .D. White, .G. Williams",BOS,8,67,133.3,119.4,13.9,65.2,3.07,22.5,20.0,66.2,46.1,0.1,65.2,69.6,99.44,58.5
".H. Barnes, .R. Holmes, .B. Hield, .D. Fox, .T. Haliburton",SAC,17,67,115.7,123.1,-7.4,58.5,1.55,15.2,30.3,62.9,47.1,0.1,52.6,61.1,106.55,50.6
".L. Markkanen, .J. Allen, .C. Sexton, .D. Garland, .E. Mobley",CLE,6,67,95.0,94.3,0.7,67.3,1.42,18.7,28.6,64.0,46.9,0.2,50.0,51.8,101.1,52.2
".M. Morris Sr., .R. Jackson, .I. Zubac, .L. Kennard, .T. Mann",LAC,14,67,93.4,105.3,-11.9,45.3,1.71,13.3,26.0,76.9,51.6,0.1,45.3,46.8,96.05,44.3
".B. Beal, .R. Neto, .M. Harrell, .K. Kuzma, .D. Avdija",WAS,17,66,101.4,102.1,-0.7,67.2,1.58,20.8,16.7,76.0,52.8,0.2,63.1,64.3,106.67,56.6
".D. Gallinari, .B. Bogdanovic, .D. Wright, .K. Huerter, .O. Okongwu",ATL,10,66,114.2,106.7,7.5,66.7,2.57,18.5,34.7,73.8,52.9,0.1,51.6,55.2,97.89,50.4
".D. Schroder, .M. Smart, .J. Brown, .J. Tatum, .R. Williams III",BOS,11,66,105.6,99.3,6.3,57.7,1.88,15.5,28.0,73.2,50.0,0.1,48.0,52.8,102.97,56.8
".K. Porter Jr., .G. Mathews, .J. Green, .J. Tate, .A. Sengun",HOU,7,66,108.7,125.0,-16.3,57.4,1.94,16.2,27.2,71.2,45.7,0.1,48.9,51.8,102.39,36.6
".N. Batum, .P. George, .M. Morris Sr., .R. Jackson, .I. Zubac",LAC,5,66,110.4,112.1,-1.7,53.6,2.14,16.8,23.1,65.8,46.1,0.1,52.9,56.2,97.1,50.4
".D. DeRozan, .N. Vucevic, .Z. LaVine, .D. Jones Jr., .L. Ball",CHI,7,65,105.9,109.0,-3.1,59.6,3.44,17.0,20.3,77.3,46.2,0.1,46.5,51.2,99.72,46.0
".J. Valanciunas, .J. Hart, .D. Graham, .N. Alexander-Walker, .H. Jones",NOP,15,65,129.7,110.6,19.1,70.3,4.0,23.9,31.8,78.8,55.3,0.1,61.4,63.4,105.6,59.4
".T. Ross, .G. Harris, .M. Wagner, .C. Okeke, .J. Suggs",ORL,12,65,101.4,112.7,-11.3,73.5,1.57,19.4,15.9,68.2,42.6,0.2,53.6,58.0,104.49,45.0
".A. Horford, .D. Schroder, .J. Brown, .J. Tatum, .R. Williams III",BOS,8,64,121.1,104.9,16.3,63.8,2.06,20.9,31.5,83.3,58.8,0.1,59.0,61.5,92.33,56.6
".C. Joseph, .M. Bagley III, .S. Bey, .I. Stewart, .C. Cunningham",DET,7,64,114.4,117.3,-2.9,62.5,2.19,19.9,25.4,75.4,50.8,0.1,54.8,57.5,95.09,47.8
".C. LeVert, .L. Markkanen, .D. Garland, .M. Brown, .I. Okoro",CLE,5,64,111.8,130.2,-18.4,54.9,1.47,16.2,31.0,74.6,53.7,0.2,52.4,57.2,96.43,41.7
".E. Bledsoe, .L. Kennard, .I. Hartenstein, .T. Mann, .B. Boston Jr.",LAC,12,64,108.5,116.7,-8.1,75.0,2.44,21.0,26.1,57.4,40.8,0.1,53.8,55.7,97.98,44.0
".J. Nurkic, .J. Winslow, .J. Hart, .A. Simons, .C. Elleby",POR,3,64,129.0,113.4,15.6,60.0,2.25,19.3,33.9,73.4,54.0,0.1,60.3,63.2,97.28,57.4
".A. Burks, .E. Fournier, .N. Noel, .J. Randle, .R. Barrett",NYK,13,63,99.3,119.5,-20.3,72.7,2.13,17.8,16.7,73.1,45.1,0.1,50.0,55.8,102.34,45.0
".C. LeVert, .L. Markkanen, .D. Garland, .I. Okoro, .E. Mobley",CLE,8,63,125.8,115.4,10.4,61.5,1.88,18.0,42.6,76.4,59.6,0.1,60.0,63.0,93.62,55.5
".C. Paul, .J. McGee, .D. Booker, .M. Bridges, .C. Johnson",PHX,19,63,116.7,108.0,8.7,63.9,2.29,20.6,28.6,73.1,51.5,0.1,56.6,59.3,102.99,53.9
".D. DeRozan, .N. Vucevic, .Z. LaVine, .L. Ball, .P. Williams",CHI,5,63,97.8,88.1,9.6,64.2,3.09,18.9,13.2,79.5,46.8,0.1,46.9,49.6,102.63,55.5
".D. Green, .T. Harris, .S. Curry, .J. Embiid, .S. Milton",PHI,8,63,109.6,113.6,-4.0,45.1,1.64,15.0,13.7,68.9,46.4,0.1,58.0,61.7,95.92,51.6
".J. Hart, .D. Eubanks, .C. Elleby, .B. Williams, .T. Watford",POR,5,63,99.3,110.2,-10.9,57.1,1.68,16.8,28.4,72.9,50.0,0.1,48.4,51.2,105.2,45.5
".J. Richardson, .D. Murray, .J. Poeltl, .K. Johnson, .D. Vassell",SAS,8,63,113.6,106.2,7.4,55.6,1.43,16.7,33.9,66.2,50.4,0.2,54.1,59.1,99.58,55.2
".R. Gay, .M. Conley, .R. Gobert, .J. Clarkson, .D. House Jr.",UTA,7,63,97.9,89.7,8.2,58.7,1.59,14.1,31.7,72.0,51.8,0.1,44.3,49.1,104.41,58.0
".T. Gibson, .A. Burks, .E. Fournier, .J. Randle, .R. Barrett",NYK,13,63,129.7,113.5,16.2,55.2,2.29,17.9,33.3,68.2,52.0,0.1,58.8,63.3,98.66,55.3
".T. Gibson, .A. Burks, .Q. Grimes, .O. Toppin, .I. Quickley",NYK,12,63,107.0,94.0,12.9,51.1,1.28,14.9,30.2,76.7,54.9,0.2,56.1,58.8,88.34,53.6
".D. DeRozan, .N. Vucevic, .Z. LaVine, .C. White, .A. Dosunmu",CHI,20,62,113.5,93.4,20.1,41.3,1.53,14.3,17.3,82.9,54.9,0.1,60.4,64.7,109.99,65.1
".G. Hayward, .M. Plumlee, .T. Rozier, .M. Bridges, .C. Martin",CHA,13,62,128.3,110.0,18.3,65.0,3.0,21.9,24.1,76.2,52.1,0.1,65.9,67.6,100.14,58.0
".J. Collins, .K. Huerter, .T. Young, .D. Hunter, .O. Okongwu",ATL,7,62,111.9,116.7,-4.8,72.5,2.18,20.4,29.0,63.2,46.9,0.1,53.1,57.3,97.06,51.5
".J. McGee, .D. Booker, .C. Payne, .L. Shamet, .C. Johnson",PHX,15,62,100.7,93.1,7.6,57.4,1.35,15.6,29.6,79.7,54.3,0.2,50.4,54.4,113.42,55.3
".K. Lowry, .P. Tucker, .B. Adebayo, .D. Robinson, .T. Herro",MIA,7,62,110.1,99.2,10.9,52.8,1.4,15.6,32.9,70.1,51.1,0.2,49.6,53.7,99.07,54.5
".L. James, .C. Anthony, .R. Westbrook, .M. Monk, .A. Reaves",LAL,14,62,108.3,112.8,-4.4,62.1,1.8,18.8,19.7,67.7,43.5,0.1,57.9,60.4,109.84,46.6
".P. George, .E. Bledsoe, .M. Morris Sr., .R. Jackson, .I. Zubac",LAC,6,62,108.4,115.8,-7.4,51.0,1.3,15.0,26.2,71.0,48.8,0.2,52.3,58.0,101.92,46.2
".A. Horford, .M. Smart, .J. Brown, .J. Tatum, .G. Williams",BOS,15,61,106.5,120.1,-13.7,76.5,2.05,20.9,15.8,81.0,48.7,0.1,57.5,62.5,106.61,48.1
".D. Lillard, .R. Covington, .J. Nurkic, .N. Powell, .A. Simons",POR,16,61,110.5,106.3,4.3,50.9,2.25,16.1,16.1,82.1,49.1,0.1,55.8,60.4,101.96,54.0
".H. Whiteside, .B. Bogdanovic, .R. O'Neale, .D. Mitchell, .T. Forrest",UTA,12,61,129.4,108.0,21.4,50.8,1.76,16.8,39.0,78.7,59.2,0.1,62.5,64.8,99.43,58.8
".J. Valanciunas, .C. McCollum, .B. Ingram, .D. Graham, .H. Jones",NOP,9,60,116.1,120.8,-4.7,61.1,2.54,20.1,22.8,66.2,46.4,0.1,56.4,58.6,95.96,47.6
".S. Adams, .K. Anderson, .D. Melton, .J. Morant, .D. Bane",MEM,20,60,99.2,124.4,-25.2,48.1,2.08,14.4,27.8,75.5,47.1,0.1,49.2,50.4,104.19,35.1
".C. Joseph, .T. Lyles, .F. Jackson, .H. Diallo, .S. Bey",DET,6,59,102.4,103.9,-1.6,61.9,1.44,15.8,19.4,77.0,46.9,0.1,50.5,54.8,102.87,48.2
".E. Gordon, .G. Mathews, .K. Martin Jr., .J. Christopher, .A. Sengun",HOU,11,59,101.6,117.6,-16.0,59.6,1.75,16.5,29.7,71.4,49.2,0.1,52.9,53.8,98.99,42.2
".G. Hill, .K. Middleton, .G. Antetokounmpo, .B. Portis, .G. Allen",MIL,15,59,113.8,94.4,19.4,53.8,1.47,16.4,23.6,73.1,50.8,0.1,54.8,60.6,103.4,62.9
".G. Temple, .W. Hernangomez, .J. Hart, .D. Graham, .H. Jones",NOP,4,59,104.0,115.0,-11.0,55.1,1.93,15.5,28.9,79.6,50.0,0.1,45.9,49.7,103.06,42.3
".K. Durant, .B. Griffin, .J. Harden, .P. Mills, .B. Brown",BKN,7,59,110.9,98.4,12.4,78.3,2.77,20.8,12.7,73.1,43.8,0.1,51.0,58.3,105.52,59.8
".M. Harrell, .K. Oubre Jr., .T. Rozier, .M. Bridges, .C. Martin",CHA,17,59,112.0,115.7,-3.7,62.0,2.07,19.0,27.8,82.8,56.3,0.1,56.3,58.4,97.51,49.5
".C. Wood, .K. Porter Jr., .J. Green, .J. Tate, .A. Sengun",HOU,6,58,97.6,107.2,-9.6,65.1,1.17,16.7,21.9,80.0,50.0,0.2,50.0,53.4,103.21,44.2
".G. Hill, .K. Middleton, .G. Antetokounmpo, .P. Connaughton, .G. Allen",MIL,11,58,104.7,118.1,-13.4,43.1,1.83,14.0,15.5,73.1,46.4,0.1,54.6,57.4,104.99,44.9
".H. Barnes, .A. Len, .D. Fox, .M. Bagley III, .T. Haliburton",SAC,8,58,102.5,113.8,-11.3,44.4,2.5,12.3,29.9,67.2,46.4,0.1,41.2,46.5,96.87,44.2
".S. Adams, .K. Anderson, .J. Jackson Jr., .J. Morant, .D. Bane",MEM,9,58,113.4,132.5,-19.1,56.0,1.87,17.1,30.4,69.2,49.1,0.1,57.4,59.5,99.49,41.4
".S. Curry, .K. Thompson, .A. Wiggins, .K. Looney, .J. Kuminga",GSW,5,58,105.0,111.5,-6.5,71.7,2.2,20.5,12.5,69.4,44.5,0.1,52.5,56.9,101.07,51.0
".A. Burks, .E. Fournier, .J. Randle, .R. Barrett, .J. Sims",NYK,14,57,99.2,93.7,5.5,55.8,1.71,14.0,31.1,81.5,52.3,0.1,45.1,49.3,105.04,47.7
".D. Green, .T. Harris, .J. Embiid, .M. Thybulle, .T. Maxey",PHI,11,57,98.3,110.0,-11.7,56.4,2.44,15.1,7.0,76.4,41.1,0.1,47.3,54.4,101.33,46.2
".J. McGee, .C. Payne, .M. Bridges, .L. Shamet, .C. Johnson",PHX,12,57,100.8,106.1,-5.3,70.0,1.59,18.7,34.4,75.4,53.7,0.2,53.6,55.5,110.49,48.0
".K. Birch, .P. Siakam, .F. VanVleet, .O. Anunoby, .G. Trent Jr.",TOR,11,57,116.4,115.4,1.0,67.3,2.69,20.6,22.8,80.0,48.0,0.1,57.4,60.6,101.28,48.9
".R. Westbrook, .A. Bradley, .A. Davis, .S. Johnson, .M. Monk",LAL,8,57,100.9,119.8,-19.0,55.1,1.35,17.2,22.0,80.4,49.1,0.2,51.9,53.1,99.55,37.4
".A. Burks, .E. Fournier, .M. Robinson, .R. Barrett, .O. Toppin",NYK,5,56,109.3,110.3,-1.0,54.5,1.41,14.5,35.4,78.2,55.0,0.1,50.0,54.5,100.94,49.0
".A. Burks, .E. Fournier, .R. Barrett, .O. Toppin, .J. Sims",NYK,6,56,107.9,112.4,-4.5,67.4,1.45,18.8,22.9,73.1,49.0,0.2,60.3,61.6,96.62,45.7
".H. Barnes, .D. Jones, .D. Fox, .M. Bagley III, .T. Haliburton",SAC,8,56,100.0,112.0,-12.0,64.3,1.59,17.1,28.3,73.7,50.4,0.1,47.5,51.4,99.57,44.1
".J. Holiday, .K. Middleton, .B. Portis, .P. Connaughton, .G. Allen",MIL,14,56,103.3,106.9,-3.6,52.3,1.21,14.0,33.3,75.0,52.7,0.2,54.0,56.5,100.88,47.6
".J. Valanciunas, .B. Ingram, .J. Hart, .D. Graham, .N. Alexander-Walker",NOP,11,56,122.2,123.5,-1.3,57.1,2.0,17.5,32.7,80.9,55.6,0.1,56.5,61.7,99.15,47.5
".P. George, .R. Jackson, .I. Zubac, .L. Kennard, .T. Mann",LAC,15,56,107.5,103.4,4.1,50.0,1.67,16.0,24.1,70.6,50.0,0.1,56.0,59.0,101.41,56.3
".R. Bullock, .T. Hardaway Jr., .D. Powell, .D. Finney-Smith, .L. Doncic",DAL,15,56,77.0,105.1,-28.1,48.5,0.89,11.0,24.3,64.8,41.9,0.2,39.4,41.2,98.67,24.0
".S. Gilgeous-Alexander, .D. Bazley, .I. Roby, .T. Mann, .A. Wiggins",OKC,6,56,100.8,141.0,-40.1,44.4,0.95,13.1,27.8,75.0,50.9,0.2,52.1,56.0,103.75,30.3
".D. Rose, .A. Burks, .M. Robinson, .O. Toppin, .I. Quickley",NYK,14,55,124.6,105.1,19.4,56.9,1.81,18.0,40.0,66.1,54.8,0.1,61.8,66.3,101.07,63.4
".J. Holiday, .K. Middleton, .G. Antetokounmpo, .B. Portis, .P. Connaughton",MIL,14,55,119.5,105.0,14.6,59.2,1.32,17.6,27.7,76.6,55.9,0.2,64.5,67.5,105.65,57.9
".R. Lopez, .G. Harris, .C. Okeke, .C. Anthony, .F. Wagner",ORL,7,55,94.9,117.5,-22.7,64.3,1.93,16.6,27.1,80.9,48.7,0.1,44.5,47.3,100.34,37.7
".W. Barton, .J. Green, .A. Gordon, .N. Jokic, .M. Morris",DEN,9,55,99.1,117.0,-17.8,71.1,1.78,20.0,26.4,76.4,51.9,0.2,52.1,54.6,99.77,43.9
".D. DeRozan, .N. Vucevic, .Z. LaVine, .A. Caruso, .J. Green",CHI,10,54,110.2,100.9,9.3,54.3,2.5,16.4,31.7,66.1,48.7,0.1,50.5,52.9,97.46,54.5
".N. Vucevic, .Z. LaVine, .D. Jones Jr., .L. Ball, .A. Dosunmu",CHI,6,54,107.2,104.5,2.7,61.2,2.5,19.5,23.2,68.5,45.5,0.1,52.4,54.5,98.87,51.3
".A. Burks, .J. Randle, .M. Robinson, .R. Barrett, .I. Quickley",NYK,11,53,95.4,103.7,-8.3,52.8,1.46,13.1,28.8,78.4,51.8,0.1,48.3,51.5,98.14,43.0
".A. Horford, .D. Schroder, .J. Richardson, .J. Tatum, .G. Williams",BOS,15,53,101.0,100.9,0.0,76.2,1.6,20.8,35.2,64.6,49.0,0.2,51.6,53.5,95.86,48.3
".C. Anthony, .R. Westbrook, .A. Bradley, .A. Davis, .T. Horton-Tucker",LAL,7,53,111.2,100.0,11.2,58.5,2.07,19.4,24.1,77.2,51.4,0.1,57.1,57.7,103.28,56.6
".D. Favors, .S. Gilgeous-Alexander, .L. Dort, .J. Robinson-Earl, .J. Giddey",OKC,4,53,98.1,99.0,-1.0,59.5,2.5,16.4,33.3,73.3,52.4,0.1,43.1,45.6,95.41,49.0
".D. Lillard, .J. Nurkic, .N. Powell, .L. Nance Jr., .N. Little",POR,5,53,110.0,114.3,-4.3,56.8,1.19,17.2,21.7,78.6,52.9,0.2,59.7,62.2,100.18,45.5
".E. Gordon, .C. Wood, .G. Mathews, .J. Green, .J. Tate",HOU,8,53,104.3,129.9,-25.6,61.0,1.67,16.4,20.4,73.8,43.8,0.1,52.2,56.3,105.89,37.1
".I. Smith, .D. Gafford, .D. Avdija, .A. Gill, .C. Kispert",WAS,5,53,105.5,128.0,-22.6,72.1,2.21,19.7,29.6,67.3,47.6,0.1,52.1,55.4,98.75,40.8
".J. Holiday, .K. Middleton, .G. Antetokounmpo, .P. Connaughton, .G. Allen",MIL,18,53,117.5,106.9,10.6,62.7,2.0,18.8,26.0,75.9,52.8,0.1,60.3,65.3,108.57,59.9
".K. Caldwell-Pope, .S. Dinwiddie, .K. Kuzma, .A. Holiday, .D. Gafford",WAS,5,53,102.8,107.2,-4.4,60.0,2.25,19.0,16.7,69.2,45.4,0.1,52.0,53.4,97.59,45.8
".K. Lowry, .P. Tucker, .J. Butler, .B. Adebayo, .M. Strus",MIA,8,53,131.5,121.7,9.8,67.9,2.38,24.2,27.5,82.6,57.0,0.1,69.3,70.4,96.67,55.1
".T. Thompson, .H. Barnes, .B. Hield, .C. Metu, .T. Haliburton",SAC,4,53,101.9,118.7,-16.8,58.3,1.31,14.4,30.6,63.8,45.0,0.2,47.4,51.6,96.24,37.1
".D. Russell, .M. Beasley, .T. Prince, .N. Reid, .J. McDaniels",MIN,13,52,89.4,102.6,-13.3,62.9,1.47,15.5,12.3,56.7,35.0,0.1,46.1,50.9,105.53,42.0
".I. Smith, .R. Hachimura, .D. Gafford, .D. Avdija, .C. Kispert",WAS,12,52,99.1,114.5,-15.4,61.2,2.0,18.5,27.3,87.5,55.3,0.1,51.5,52.6,105.06,43.0
".J. Harden, .T. Harris, .J. Embiid, .G. Niang, .T. Maxey",PHI,14,52,111.8,111.5,0.3,60.0,1.62,14.4,30.6,75.5,53.1,0.1,50.0,59.4,99.71,51.2
